CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1238453,10790137,Honda (American Honda Motor Co.),ACURA,RDX,2014,N,20151102,Y,,,unknown or other,BELLEFONTAINE,OH,5J8TB3H55EL,20151113,20151113,24000,,"we have two 2014 rdx's. wife hit a deer with damage to the right front light and right front quarter panel. suppose to be a 3700.00 repair but when body shop drove rdx into their building it caught fire and now we have a totaled 40,000 rdx. everybody has said they can't ever remember a acura ever catching on fire. in talking with a acura mechanic he mentioned something about they had some electrical issues on these vehicles but nothing was proven. we are waiting on the results from the electrical engineers that the insurance people have hired to try to determine if there is a problem with it's manufacturing  or something else they are asking if any thing was leaking from the vehicle and as far as we know it wasn't leaking since we kept driving it until we took it to the body shop. my problem is i don't want to park the other rdx in my garage not knowing if the vehicle has a manufacturing electrical problem. the mechanic told me to disconnect my battery cable if i was worried. i don't fine that as a solution to the problem. the other problem we have is the car was being driven and they pull it into their shop where they have worked on honda's and acura's for a lot of years and this model catches on fire. something isn't right. my wife took some pictures on her phone of her rdx.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1393607,11006770,Toyota Motor Corporation,TOYOTA,TACOMA,2017,N,20170703,N,,,power train,RAMONA,CA,5TFRX5GN0HX,20170721,20170721,15002,,"rear differential leak. received safety recall h0g from toyota. made appointment and took truck to toyota of el cajon, mileage was 15,002. was advised there was seepage and impounded truck and provided me a loaner vehicle. i have not been able to secure any firm answers on when the truck will be repaired other than the parts are not available. this is day 21 in the shop, reports of others over 60+ days. i have a loan on the vehicle that i have continue to pay though i do not have a truck to drive. this is very frustrating as i believe was sold me a vehicle in september 2016 knowing there was issues with the model year. my truck is not under op code h0g316, so my parts are under the normal ordering process. toyota corporate customer service simply provides lip service only and no details on the potential release of repair kits.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1347104,10943708,"Subaru of America, Inc.",SUBARU,LEGACY,2015,N,20160919,N,,,electrical system,BLANCHARD,OK,4S3BNBJ6XF3,20170108,20170108,,,"after sitting in driveway for 3 days, vehicle would barely start, strong exhaust smell, rat nest on top of engine and chewed hoses and wiring. had towed into dealership. advised of rodent damage. replaced: engine wiring harness, transmission harness, transmission insulation, firewall insulation, hood insulation, fuel transfer pipes, and fuel lines at engine bay.  cleaned excess debris from engine bay and fuel bay (they had to drop the fuel tank). reassembled.  final cost, including tow charge: $4557.42.  thankfully, insurance covered, minus our  $1000.00 deductible.   green cars, not green in the wallet.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1390107,11003815,Kia Motors America,KIA,SEDONA,2015,N,20170708,N,,,air bags,OMAHA,NE,KNDMA5C16F6,20170708,20170708,39705,,my air bag indicator light came on and does not reset.  the passenger side air bag light in not showing the passenger air bag is off.  according to the vehicles manuel this we may have a passenger air bag deploy when it should be off and the drivers side air bag will not deploy when it should.  this is a very serious problem and during my research found at least 50+ kia owners with this problem.  please check this out and have kia repair these vehicles under a recall notice.  i believe my warranty is still valid but not sure kia will fix this without prodding.  thank you for your attention to this important matter.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1329516,10919149,"BMW of North America, LLC",BMW,228I,2015,Y,20161026,N,1,0,air bags,NEW MARKET,MD,WBA1F7C50FV,20161026,20161026,30000,,"bmw hit vehicle directly in front while emergency braking from approximately 60 mph and was subsequently hit directly from behind in i-70 4 car pile-up. the airbags deployed in vehicle in front (kia) and vehicle behind (audi) but did not deploy from bmw. driver's chin was gashed open, probably from impact with steering wheel as a result of airbags not deploying. whiplash, bruising, soreness also shown in driver following accident.  ",IVOQ,Y,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,Y,0,1,0,0,0,0,0,0,0,1
1202784,10743542,Chrysler (FCA US LLC),DODGE,GRAND CARAVAN,2014,N,20150723,N,0,0,electrical system,MOBILE,AL,,20150726,20150726,19542,,approx. 3 weeks ago my 2014 dodge caravan began to have acceleration issues. when getting on the freeway it lost the ability to accelrate and i drove 15-25 mph on the interstae for about 3 miles before it finally reached 30 mph and then began to function normally. the accelration problem occured several times prompting me to schediule a maintinance appt. then on 7/23/15 my 2014 doge grand caravan started having issues starting; when i would turn the key it would sputter before catching and cranking. that evening i turned it off and upon returning it would not crank at all. when i would turn the key it just clicked and i could smell what seemed to be burning wires. it was towed to the dodge dealership and i am awaiting a update on the actual diagnostic's.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1451841,11076807,Ford Motor Company,FORD,FOCUS,2016,N,20180308,N,,,electrical system,PICKERINGTON,OH,1FADP3K20GL,20180308,20180308,,,wiper blades stopping in line of sight during rain and snow conditions car has been taken to dealer multiple times and not being fixed. has replaced windshield and motors and still occurring.  video showing problem not being taken seriously and tired of ricart not fixing,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1282204,10864163,"Tesla Motors, Inc.",TESLA,MODEL S,2016,Y,20160506,N,,,vehicle speed control,FREDERICK,MD,5YJSA1E13GF,20160510,20160510,2000,,"unintended acceleration occurred on 2 separate occasions with 2 different drivers within 2 weeks. model s 70d    incident 1: my wife was at a stop sign. she removed her foot from the brake and before applying the accelerator the car surged forward aggressively. since her foot never touched the accelerator she was able to apply the brake and stop within 8-10 feet. she was visibly shaken when she got home but, regrettably, no report was filed.    incident 2: about 2 weeks later, may 6, i was pulling into my garage with my wife and baby in the vehicle. 2-3 feet from the the garage wall (in creep mode) i gently touched the brake to come to a stop. at that point the car surged forward very aggressively. i immediately applied heavy brake and was able to stop the car in a few feet (since my foot was already over the brake pedal). the front end hit the garage wall and penetrated 10-12 inches causing drywall damage and significant damage to our powder room on the other side.    a report with tesla was filed immediately. logs were dowloaded and show that the accelerator was depressed to 97% power in less than a second and that it was driver error. my wife and i have a combined 48 years of accident free driving and neither of us have ever mistaken control pedals or have ever floored a gas pedal in a second.     my wife is 37, healthy and a physician, i am a healthy 42 year old pilot. we can both say with 100% certainty that neither incident was driver error. tesla has a serious unintended acceleration problem also made evident by the other complaints filed on nhtsa, all of which seem to fall under similar operating parameters.    we now have a $90,000 car sitting in our garage that is unsafe for my family, it seems tesla is going the route of waiting for injury and deaths to occur before they acknowledge this safety defect.",IVOQ,N,,N,N,N,,,,,,3,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1191155,10725050,General Motors LLC,BUICK,VERANO,2014,N,20150608,N,0,0,power train,PHILADELPIA,PA,1G4PT5SV7E4,20150612,20150612,5175,,"my wife and i were travelling south on i-95 in philadelphia in our 2014 verano t w/keyless ignition. i was driving, and reached up with my right hand to adjust the center left vent. after adjusting the vent, i noticed that the a/c had turned off, and that the tachometer had fallen to zero. i then realized that i must have brushed against the start/off button (located next to the vent) and inadvertently turned the engine off.my wife (who drives the car more than myself) had previously related to me that she had accidentally shut the car off twice before on neighborhood streets, so i quickly asked her how she had managed to start the car again. she said that she had to pull over, put it in park, and push the start button. well, since we were doing about 60 on i-95 in heavy traffic and in an area without shoulders on either side, this was going to be no mean trick and possibly suicidal. i tried to start the car by putting it into neutral and pressing the start button, but this only resulted in the gauge needles sweeping from left to right and the car did not restart. with no viable alternative, i put the flashers on and managed to maneuver through the traffic to the far right lane.saying a prayer, i then brought the car to a stop in the speeding traffic, put it in park, and restarted it. it was truly a miracle that we weren't rear-ended during this ordeal. when our breathing had returned to normal, i asked my wife to check the owner's manual (which i had read) for any procedure to restart the car under the circumstances that we had just experienced and she reported that there was none.between the two of us we have 92 years of driving experience and i consider myself an enthusiast. our opinion is that the start/off button is in a bad place, unprotected, too sensitive, and that touching it accidentally causes unwanted engine shut down with inadequate warning to the driver.",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1311859,10898358,"Mercedes-Benz USA, LLC.",MERCEDES-BENZ,S550 4MATIC,2015,N,20160821,N,,,seat belts,STAFFORD,VA,WDDUG8FB3FA,20160824,20160824,30000,,"both rear seat belts do not retract.  this is the second time in 10 months that the seat belts will be replaced by mb in this car.  mb dealers states that it is a problem that is known and mb is working on a fix.  in the meantime they are replacing the seat belts with a new part, but they said it may go bad again and mb is working on a permenant fix and we will be notified when a new seat belt is developed.  i have not seen any recall on this, but the dealer has stated that they have replaced many belts multiple times on other cars.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1230666,10783409,Chrysler (FCA US LLC),RAM,2500,2015,N,20151016,N,,,fuel/propulsion system,CONCORD,CA,3C6UR5DL2FG,20151019,20151019,4150,,dead pedal when pressing on pedal truck does not move. happened about 6 times on my. when taken off from a light and also when slow rolling the press pedal with no responce. almost be hit twice by other cars when trying to pull out and truck does not move.,IVOQ,N,,N,N,N,,,,,,2,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1356743,10955177,Chrysler (FCA US LLC),JEEP,CHEROKEE,2014,N,20170215,N,,,power train,MECHANICSBURG,PA,1C4PJMDS3EW,20170216,20170216,58000,,"i've had the same problem that literally hundreds of other people have had. while driving on the interstate at about 65 mph, my jeep's transmission became unresponsive. it wouldn't change gears while i hit the gas and shifted to neutral and stayed in neutral. the check engine light came on and a message stating ""service transmission shift to p then to d"" was displayed. i had to coast to a safe location to exit the travel lane and pull-off onto the side of the road. after the vehicle was shut off for about 10 minutes, i started it and the transmission worked. this is the third time this problem has happened to me in the less than 3 years i've owned the jeep. i'm going to sell it because i do not want to risk the chance of having the transmission become unresponsive while i'm on the highway with no shoulder to stop on. it's a blessing nobody has had to stop within the travel lane and caused an accident. i'm very surprised chrysler has not been forced to issue a total recall. this is a serious issue that can lead to someone getting killed.",IVOQ,N,,N,N,N,,,,,,65,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
